region,anzsic_descriptor,gas,units,magnitude,year,data_val
Southland,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,71.22
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2191.61
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1787.16
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1522.44
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1749.58
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1330.24
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1858.86
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1421.4
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1049.86
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,853.73
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1144.49
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1639.71
Taranaki,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1320.8
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,59.85
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,65.82
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,63.19
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,64.06
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,67.28
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,67.51
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,66.15
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,63.05
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,64.52
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,67.81
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,77.63
Tasman/Nelson,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,78.58
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4025.16
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6075.3
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4827.26
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3704.36
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3754.98
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4745.52
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3753.76
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3452.8
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3492.6
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2845.6
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2916.45
Waikato,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2903.51
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,339.24
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,370.35
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,405.28
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,376.62
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,389.52
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,395.02
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,378.48
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,369.1
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,383.65
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,395.28
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,391.07
Wellington,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,400.33
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,25.27
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,25.95
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,26.41
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,24.68
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,26.48
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,26.47
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,26.33
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,24.73
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,25.14
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,26.18
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,29.67
West Coast,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,29.75
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,239.41
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,269.16
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,268.19
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,265.69
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,266.03
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,259.36
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,248.91
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,270.38
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,288.63
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,353.08
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,442.95
Auckland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,482.51
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,40.06
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,45.9
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,44.21
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,42.43
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,41.61
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,38.26
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,37.91
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,40.99
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,43.95
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,53.13
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,71.55
Bay of Plenty,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,77.91
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,87.18
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,97.57
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,99.57
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,99.34
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,116.51
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,141.24
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,156.94
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,173.95
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,172.95
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,172.95
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,200.89
Canterbury,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,218.88
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5.3
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.11
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6.31
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5.79
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5.53
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.13
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4.61
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4.6
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4.55
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4.68
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.09
Gisborne,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6.64
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,20.42
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,22.89
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,23.08
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,20.99
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,21.05
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,19.54
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,17.42
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,19.29
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,18.27
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,20.76
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,26.36
Hawke's Bay,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,28.7
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,34.02
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,34.71
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,34.13
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,31.45
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,31.24
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,29.01
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,24.64
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,25.47
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,24.66
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,25.65
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,31.54
Manawatu-Whanganui,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,34.36
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,7.61
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,8.97
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,8.57
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,7.38
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.42
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6.57
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,6.16
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.23
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,6.46
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7.55
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,9.87
Marlborough,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,10.77
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,20
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,22.13
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,21.58
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,19.01
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,17.21
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,16.4
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,16.13
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,17.15
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,16.61
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,19.37
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,24.67
Northland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,26.86
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,41.33
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,45.95
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,46.69
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,41.98
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,39.07
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,40.95
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,41.61
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,48.5
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,50.89
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,56.81
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,63.12
Otago,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,68.75
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,13.95
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,16.44
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,17.19
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,16.58
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,16.23
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,16.23
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,14.88
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,14.99
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,14.01
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,15.02
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,17.5
Southland,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,19.07
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,19.09
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,24.28
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,22.65
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,20.35
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,20.41
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,19.51
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,18.99
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,17.93
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,17.04
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,17.75
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,21.39
Taranaki,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,23.31
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,12.56
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,14.29
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,15.23
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,14.39
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,13.34
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,13.38
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,12.85
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,12.72
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,12.71
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,14.27
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,18.13
Tasman/Nelson,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,19.76
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,63.97
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,71.58
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,71.58
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,70.99
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,68.86
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,66.36
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,63.56
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,63.15
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,64.43
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,74.94
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,89.3
Waikato,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,97.22
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,70.39
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,81.99
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,87.56
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,83.68
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,82.45
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,79.56
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,76.18
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,78.33
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,78.08
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,87.32
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,100.94
Wellington,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,109.96
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5.48
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.68
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,7.19
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,7.03
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7.27
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7.23
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,6.4
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.47
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,6.29
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5.66
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.75
West Coast,Construction,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7.37
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2873.78
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2791.88
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2799.04
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2825.45
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2828.5
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2829.39
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2857.32
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2897.17
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3088.95
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3238.07
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3412.75
Auckland,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3385.44
Bay of Plenty,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,518.25
Bay of Plenty,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,503.44
Bay of Plenty,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,504.88
Bay of Plenty,Households,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,508.48
