region,anzsic_descriptor,gas,units,magnitude,year,data_val
West Coast,Primary industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,978.82
West Coast,Primary industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,995.16
West Coast,Primary industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1068.34
West Coast,Primary industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,971.95
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1092.27
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1121.51
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1137.45
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1122.79
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1070.8
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1051.78
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1044.59
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1056.02
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1064.59
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1083.15
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1120.78
Auckland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1194.85
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,209.32
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,215.66
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,215.23
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,213.04
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,203.09
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,195.85
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,189.32
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,193.48
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,199.84
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,214.17
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,219.84
Bay of Plenty,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,232.09
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,366.02
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,382.53
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,381.16
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,356.88
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,351.04
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,355.54
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,353.25
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,367.26
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,362.22
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,363.52
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,369.58
Canterbury,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,392.71
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,25.17
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,24.89
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,23.52
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,22.93
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,21.12
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,20.83
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,22.17
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,23.07
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,21.96
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,21.58
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,21.44
Gisborne,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,22.78
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,97.61
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,99.58
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,96.77
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,92.46
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,87.03
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,86.8
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,85.78
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,78.57
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,79.74
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,81.06
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,85.21
Hawke's Bay,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,90.41
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,147.93
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,151.28
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,143.77
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,137.78
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,132.35
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,131.5
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,125.22
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,125.43
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,123.87
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,122.68
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,133.16
Manawatu-Whanganui,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,141.76
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,26.85
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,27.14
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,26.71
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,25.74
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,24.22
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,23.77
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,23.88
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,25.6
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,26.32
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,25.42
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,24.78
Marlborough,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,26.21
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,88.18
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,88.74
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,83.21
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,81.78
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,76.3
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,87.95
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,84.63
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,85.03
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,83.52
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,81.2
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,83.36
Northland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,88.38
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,142.9
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,147.44
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,139.48
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,133.48
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,129.05
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,125.92
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,128.01
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,129.04
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,131.74
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,135.76
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,142.89
Otago,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,150.79
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,52.42
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,54.25
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,53.5
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,50.75
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,47.99
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,46.4
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,47.45
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,47.05
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,45.16
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,45.01
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,47.32
Southland,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,50.25
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,67.26
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,69.09
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,67.57
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,63.27
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,61.17
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,62.32
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,60.45
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,59.83
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,59.99
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,58.28
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,58.29
Taranaki,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,61.96
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,54.39
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,57.23
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,55.46
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,54.5
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,53.09
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,52.39
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,53.15
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,52.46
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,51.33
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,52.4
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,56.74
Tasman/Nelson,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,60.14
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,256.77
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,263.76
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,262.38
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,249.62
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,233.81
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,234.63
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,230.78
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,235.05
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,225.72
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,225.35
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,237.33
Waikato,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,252.42
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,419.29
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,439.72
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,421.55
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,414.05
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,398.68
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,379.61
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,378.17
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,365.54
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,355.88
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,368.28
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,377.01
Wellington,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,402.92
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,21.53
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,22.68
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,21.99
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,20.8
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,20.1
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,20.25
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,19.93
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,19.26
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,18.59
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,17.71
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,19.03
West Coast,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,20.03
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1814.01
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1885.13
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1864.69
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1841.81
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1813.13
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1740.85
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1765.77
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1749.16
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1836.44
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1868.8
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1958.93
Auckland,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2085.38
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,359.16
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,375.13
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,369.97
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,375.19
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,365.79
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,357.98
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,355.22
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,342.64
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,357.2
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,364.99
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,385.48
Bay of Plenty,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,405.8
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,830.73
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,863.49
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,838.24
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,816.91
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,795.66
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,766.36
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,790.32
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,795.49
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,839.44
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,805.95
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,826.97
Canterbury,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,878.11
Gisborne,Service industries,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,50.54
